"Case.Study.ID","weight","DEM","AvgTemp","AvgMonthlyPrec","ET","HANPP_Total","HANPP_LC","HANPP_NPP","Livestock","PA","Pop_dense","Pop_delta","GDP","HDI","Market_access","Market_density","Market_influence","Malnutrition","hf_score","hf_rank","pf_score","Mammals","HANPP_forest","HANPP_forest_harvest","HANPP_forest_new","HANPP_pasture","HANPP_pasture_harvest","HANPP_cropland","HANPP_cropland_harvest","tropical.broadleaf.evergreen","temperate.broadleaf.evergreen","broadleaf.deciduous","needleleaf.evergreen","needleleaf.deciduous","C3.grass","C3.crop","C3.pasture","C4.grass","C4.crop","C4.pasture","evergreen.shrubs","deciduous.shrubs","urban","lake","bare.soil","Fire_development_stage"
"29b",0.383032246708284,974,26.75975037,99,2636,0.071314761,0.027602383,580.7749351,306.2489741,0,0.825827658,0.077686071,8099.263184,0.584999979,0,0,1.310000062,114,6.719090909,95.18181818,6.407272727,74,0.005324091,0,0,0.063764697,0.052574705,0.146657655,0.010715161,0.13023743,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.767282724,1e-06,1e-06,1e-06,1e-06,0,0,0.102468871,"TRUE"
"29c",0.383032246708284,1019,26.87450027,80,2695.25,0.026634725,0.010726739,352.6952641,94.57102732,0,0.013160351,-0.002084738,8099.263184,0.584999979,8.64e-06,0.7668,1.361876058,306,6.719090909,95.18181818,6.407272727,59,0.009769146,0,0,0.038816938,0.035065054,0.012471496,0.000903692,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.849936306,1e-06,1e-06,1e-06,1e-06,0,0,0.150051683,"TRUE"
"29d",0.383032246708284,1122,25.46125031,83,2428.5,0.088353672,0.076193401,232.9400383,2340.3207,0,18.68684196,3.048955917,8099.263184,0.584999979,0.34690984,2977153.559,4525.671692,146.5,6.719090909,95.18181818,6.407272727,60,0.040531425,0,0,0.076299542,0.044274332,0.831634877,0.078918849,0.004795598,1.25e-05,0.024367511,1e-06,2.57e-06,0.012197098,1e-06,1e-06,0.898655891,1e-06,1e-06,3.21e-05,8.39e-05,0,0,0.059847746,"TRUE"
"29e",0.383032246708284,269,25.78899956,1,2412.333333,0.253355451,0.101505589,560.4962517,2075.286952,1,29.77419567,1.309898376,821.2261353,0.290281206,0.516195279,129713.5288,617.373745,342.5,6.719090909,95.18181818,6.407272727,73.5,0.255947234,0,0,0.113734879,0.096028662,0.876254781,0.271593349,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.355354786,0.004234304,3.79e-06,1e-06,1e-06,0,0,0.640397131,"TRUE"
"29f",0.383032246708284,493.5,24.81537437,1,2196.333333,0.239943041,0.13887441,650.2111478,3600.09515,0,23.68624544,5.308910847,821.2261353,0.290281206,0.23007344,120836.6008,266.6070239,362,6.719090909,95.18181818,6.407272727,83.66666667,0.560840384,0.699999988,0.717051864,0.19705128,0.101168031,0.898537691,0.222232253,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.385515094,0.005434329,0.018450083,1e-06,1e-06,0,0,0.590590477,"TRUE"
"29g",0.383032246708284,303,25.03425026,0,2587.5,0.603075344,0.448237547,550.2800715,2325.214182,0,68.42586517,7.652130127,821.2261353,0.290281206,0.15620888,140296.08,189.3456016,330,6.719090909,95.18181818,6.407272727,66,0.345454554,0,0,0.399072972,0.048787494,0.772919181,0.516198478,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.253207445,1e-06,1e-06,1e-06,1e-06,0,0,0.746780574,"TRUE"
"29h",0.383032246708284,334,23.65299988,0,2741.5,0.590572874,0.530989013,571.8141689,2101.151377,0,191.6854248,26.50040817,821.2261353,0.290281206,0.204614001,203910.32,253.0161601,368,6.03,125.1818182,5.525454545,58,0.270202424,0.699999988,0,0.394038561,0.047069909,0.855531842,0.322872404,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.180306941,0.000132796,1e-06,1e-06,1e-06,0,0,0.819549263,"TRUE"
"29i",0.383032246708284,870,21.56450081,0,2284.25,0.470409421,0.328624497,577.6268358,1592.109403,0,140.1123886,24.48537445,2768.32251,0.444000006,0.0574172,145400.184,129.913799,319,6.03,125.1818182,5.525454545,78,0.100078053,0.025568446,0.016656,0.220132264,0.053550781,0.476059306,0.381244426,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0,0,0.999987006,"TRUE"
"29j",0.383032246708284,485,24.51725006,0,2340,0.394103423,0.320227829,571.6624951,542.420952,0,86.66995621,14.18788147,2768.32251,0.444000006,0.061498,67544.208,147.2592653,334.25,6.03,125.1818182,5.525454545,83,0.02110528,0.025568446,0.03757273,0.211336186,0.047181511,0.498013683,0.258552319,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0,0,0.999987006,"TRUE"
"29k",0.3,995,21.63899994,1,1777,0.3293468,0.268233934,799.0865577,1786.547787,0,8.094389915,2.08476162,2768.32251,0.444000006,0.0630492,12476.726,161.2253993,334,6.03,125.1818182,5.525454545,83,0.025568446,0.025568446,0.020833109,0.05693665,0.053710494,0.64879977,0.119313211,0.04599585,0.651898921,8.48e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.193410173,0.060808044,0.009194082,1e-06,1e-06,0,0,0.038677454,"TRUE"
"29l",0.383032246708284,434,24.62874985,0,2446,0.426286049,0.344595366,565.8416802,1130.181341,0,120.7619133,18.29302597,2768.32251,0.444000006,0.12486056,261238.3788,284.1132976,334,6.542727273,103.5454545,6.414545455,75,0.005644706,0.025568446,0.028639223,0.213851177,0.046364024,0.328009584,0.327825526,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0,0,0.999987006,"TRUE"
"29m",0.3,880,23.51675034,2,1570.75,0.230305161,0.176549935,948.8781351,2535.748806,0,7.941672325,1.743022919,2768.32251,0.444000006,0.001815188,276.8183636,4.312078278,334,6.542727273,103.5454545,6.414545455,93.33333333,0.025568446,0.025568446,0.016960431,0.062807875,0.059301399,0.2964975,0.053987226,0.033162348,0.769186676,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.085429408,0.052204609,0.002276641,0.031453628,1e-06,0,0,0.026279688,"TRUE"
"29n",0.3,1750,21.65825081,11,1446.333333,0.31049907,0.245762137,1083.826268,1414.528342,0,199.0813522,29.66932678,2768.32251,0.444000006,0.193221435,1278257.408,450.0840021,117.75,6.542727273,103.5454545,6.414545455,109,0.025568446,0.025568446,0.014512816,0.06169855,0.06148304,0.700036511,0.129192034,0.033064082,0.6488536,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.094040692,0.115764223,0.0324855,0.050590944,1e-06,0,0,0.025193939,"TRUE"
"29o",0.383032246708284,394,25.43975067,6,1812.333333,0.277462408,0.202663968,810.4311664,319.7112443,0,17.30295563,2.322737694,3220.494629,0.388999999,0.0096706,1753.376,17.12699991,300,6.542727273,103.5454545,6.414545455,102,0.126918703,0.126918703,0.055598836,0.028780442,0.007322387,0.640018591,0.100901236,0.392730594,0.073353462,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.030264422,0.030265812,0.407136798,1e-06,1e-06,0,0,0.066240899,"TRUE"
"29p",0.383032246708284,372.5,26.14675045,3.5,1986.5,0.25353095,0.204120321,782.5363471,1066.335005,0,21.04934597,2.801183701,3220.494629,0.388999999,0.110934081,53739.3608,193.9222099,285.75,6.542727273,103.5454545,6.414545455,107,0.123719319,0.126918703,0.053615775,0.043887082,0.010560237,0.673509542,0.121755867,0.107706413,7.14e-05,3.27e-05,1e-06,1e-06,1e-06,1e-06,1e-06,0.537965775,0.004991365,0.228625357,0.000200879,1e-06,0,0,0.120400079,"TRUE"
"29q",0.3,2652,13.45549965,10,1662.75,0.586291993,0.399365903,678.5999405,6947.441633,1,493.9967537,51.98614502,652.3522339,0.268987507,0.183072039,846561.0352,188.1096824,514.5,6.826363636,89.36363636,6.419090909,72,0.301203005,0.345092475,0.144690096,0.08890885,0.08890885,0.856112757,0.316584044,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.532452166,0.007906835,0.007444918,1e-06,1e-06,0,0,0.452186048,"TRUE"
"29r",0.3,2152,17.79249954,14,1678.75,0.463418822,0.331679599,721.9334193,9599.267258,0,109.9371338,17.5848217,652.3522339,0.268987507,0.175097879,823804.9984,173.2271599,429,6.826363636,89.36363636,6.419090909,78,0.332246465,0.345092475,0.279783189,0.09704612,0.09704612,0.89821574,0.205404375,1e-06,0.197518706,1e-06,1e-06,1e-06,0.001165947,0.394206077,0.152554885,0.036628447,0.145963281,0.071573563,1e-06,1e-06,0,0,0.00038309,"FALSE"
"29s",0.383032246708284,1798,17.34474945,10,1976,0.502653232,0.338729617,719.8314099,8339.585757,0,485.6916962,77.68801117,652.3522339,0.268987507,0.42990155,8625924.118,425.8050752,444.75,6.826363636,89.36363636,6.419090909,88,0.169787304,0,0,0.091897971,0.091897971,0.850866745,0.330437086,0.025575364,1e-06,0.007879603,1e-06,1e-06,1e-06,1e-06,1e-06,0.516696334,0.039914459,0.161147416,1e-06,1e-06,0,0,0.248778805,"FALSE"
"29t",0.383032246708284,1090,21.69574928,17,2222.75,0.434741828,0.279311135,725.0830934,8221.599266,1,54.90456581,8.782171249,652.3522339,0.268987507,0.281632599,1005703.326,283.2386008,446.25,6.826363636,89.36363636,6.419090909,79,0.314760073,0.345092475,0,0.099582401,0.08455668,0.841281876,0.309336621,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.532452166,0.007906835,0.007444918,1e-06,1e-06,0,0,0.452186048,"FALSE"
"29u",0.3,2332,15.92024994,16,1660.25,0.509631581,0.352076198,668.5142482,10143.93496,0,1214.89267,147.785675,652.3522339,0.268987507,0.595792916,27988219.97,582.9007914,308.75,6.826363636,89.36363636,6.419090909,77,0.207047815,0.345092475,0.161770657,0.091599404,0.091599404,0.8539392,0.29655684,1e-06,0.197518706,1e-06,1e-06,1e-06,0.001165947,0.394206077,0.152554885,0.036628447,0.145963281,0.071573563,1e-06,1e-06,0,0,0.00038309,"TRUE"
"29v",0.3,478,23.22699928,13,1691,0.198545205,0.105644173,868.5142222,529.2626174,0,548.0369339,-36.60417938,1125.227051,0.270999998,0.0064062,4236.392,5.954840169,228,7.142727273,69.36363636,6.983636364,124,0.111315169,0.095634565,0.109905362,0.151942332,0.016926728,0.690920819,0.25046108,0.019872183,0.506877124,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.029083986,0.206675142,0.202917337,1e-06,1e-06,0,0,0.034566239,"TRUE"
"29w",0.3,520,22.34600067,9,1726,0.156450384,0.077576269,876.0566458,741.5506578,0,321.4729233,29.94428253,1125.227051,0.270999998,0.0009888,452.358,1.002199991,229.25,7.142727273,69.36363636,6.983636364,99.25,0.099219762,0.095634565,0.115089193,0.048504552,0.019400453,0.781709083,0.172376275,0.023699844,0.508751452,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.096793599,0.082219452,0.2476262,1.7e-05,1e-06,0,0,0.040885523,"TRUE"
"29x",0.383032246708284,416,23.86375046,2,2023,0.132875386,0.07856685,774.6045935,1580.651968,1,89.3972702,17.47913742,1125.227051,0.270999998,0.20152916,40384.1064,200.3208419,244,7.142727273,69.36363636,6.983636364,88,0.095634565,0.095634565,0.139542267,0.043492667,0.018539891,0.690834627,0.101600653,0.037188753,0.401860803,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.029916421,0.478434294,1e-06,1e-06,0,0,0.052590705,"TRUE"
"29y",0.383032246708284,462,23.66475105,2,1863.5,0.197324613,0.113018026,828.9991505,1086.457338,1,3.005799294,0.466306329,1125.227051,0.270999998,0.00136288,279.9988,1.715496047,256.5,6.698181818,96.90909091,7.455454545,93,0.106324416,0.095634565,0.076464094,0.017901664,0.012701501,0.541858495,0.079449566,0.026673786,0.509661794,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.094956927,0.00412205,0.320978731,1e-06,1e-06,0,0,0.043598678,"TRUE"
"29z",0.383032246708284,1294,22.55900002,60,1870.25,0.284402236,0.220510011,1195.705839,7854.649378,0,128.853775,14.5841217,981.9922485,0.47299999,0.025441457,116697.4023,37.45067792,192,6.698181818,96.90909091,7.455454545,127,0.128062253,0,0,0.069796369,0.069796369,0.582553986,0.262228278,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1.47e-05,0.039755933,0.356829137,0.131066322,1e-06,1e-06,0,0.261585295,0.210739627,"FALSE"
"2ag",0.383032246708284,229,11.44375038,27,1813,0.617391287,-0.799053735,155.7995595,2571.645365,0,1651.624268,123.1414185,3184.403076,0.562771857,0.800177921,6792171.691,2524.032109,317.5,6.42,109,6.38,46,0.001922365,0,0,0.179258167,0.329812667,0.391151641,2.113848862,1.6e-05,1e-06,1e-06,1e-06,1e-06,0.049877711,0.089772694,1e-06,0.365039647,0.417014599,1e-06,1e-06,1e-06,0,0.030880718,0.047390617,"FALSE"
"2ai",0.383032246708284,234,11.45075035,29,1798,0.693240318,-0.447515349,173.3970455,1956.000401,0,2457.110596,183.1970215,3184.403076,0.562771857,0.757099243,6053153.133,2622.10516,287,6.42,109,6.38,48,0.011590801,0,0,0.272697652,0.492943466,0.582017797,2.029739975,1.6e-05,1e-06,1e-06,1e-06,1e-06,0.049877711,0.089772694,1e-06,0.365039647,0.417014599,1e-06,1e-06,1e-06,0,0.030880718,0.047390617,"FALSE"
"2ao",0.383032246708284,245,12.18924999,21,1874.75,0.727770735,-0.368579281,154.6860446,1542.632472,0,475.1968384,28.4866333,3184.403076,0.562771857,0.60194616,2557556.754,2043.780116,287,6.42,109,6.38,49,0,0,0,0.243908465,0.437978969,0.24525971,2.978782065,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,4.14e-05,1e-06,0.015336243,0.399479449,1e-06,1e-06,1e-06,0,0,0.585132897,"FALSE"
"2bab",0.383032246708284,211,12.9364996,15,2045,0.571610758,-0.584624495,92.07178288,2767.651562,0,366.3338623,29.66592407,2845.24707,0.513471186,0.18164988,550377.496,632.3499538,403.5,6.42,109,6.38,45,0,0,0,0.280264501,0.422048344,-0.212669734,2.718985131,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.006400102,1e-06,1e-06,1e-06,0,0,0.993587911,"FALSE"
"2bp",0.383032246708284,221,13.30224991,25,1955,0.776800589,0.041122065,248.8229255,3796.662538,0,1201.486694,76.68212891,2845.24707,0.513471186,0.795288681,9513106.608,2696.432431,474,6.42,109,6.38,46,0.02229293,0,0,0.291515455,0.411458861,0.606268178,1.951186765,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.002137616,1e-06,0.176071629,0.631327271,1e-06,1e-06,1e-06,0,0,0.19045347,"FALSE"
"300a",1.55026069081933,123.9198895,30.30802848,222.6685083,2766.675967,0.030597428,0.009359404,708.7992132,193.4413425,0.127659574,0.286551073,2.23e-05,34521.01563,0.883852363,0,0,4.122056847,0,8.662727273,5.727272727,9.193636364,30.16317728,0.028714013,0.039220966,0.006057762,0.043165422,0.039510732,0,0,0.119178767,0.120757253,0.0001717,1e-06,1e-06,1e-06,1e-06,1e-06,0.623155678,1e-06,1e-06,0.000559496,1e-06,0,0,0.136169107,"FALSE"
"301a",1.1962193627451,815.25,22.69475031,152.75,1447.775424,0.258337964,0.154709004,765.6587038,1244.537076,0,2.945642918,0.117453406,8235.12793,0.615957379,0.00011453,557.982,2.264366053,55,6.93,79,7.46,127.7457627,0.093449384,0.093449384,0.075408563,0.274989911,0.075378931,0.81452102,0.476446501,0.019094938,0.5052284,1e-06,1e-06,1e-06,1e-06,0.004529896,0.016937027,0.043756016,0.131292731,0.236389473,1e-06,1e-06,0,0,0.042765494,"FALSE"
"301b",1.1962193627451,583.6666667,24.42783292,158.6666667,1634.815249,0.336571206,0.164801933,736.5328196,2582.34174,0,115.3373291,4.287752207,8235.12793,0.615957379,0.00135472,4207.4076,15.55778776,55,6.93,79,7.46,125.3573529,0.093449384,0.093449384,0.072535641,0.217687737,0.10214822,0.755420337,0.662287563,0.019029703,0.533126771,1e-06,1e-06,1e-06,0.001571235,0.018956395,0.016702246,0.05216359,0.132463858,0.192909837,1e-06,1e-06,0,0.012077503,0.020993892,"FALSE"
"301c",0.3,76,25.64676285,137,1478.930435,0.194724463,0.128210973,1218.303162,563.3452011,0,64.68644005,-3.386488818,5280.789551,0.556131124,0.141161997,8519941.07,1615.412697,0,6.93,79,7.46,36.90691685,0.019058774,0,0,0.008541982,0.002552182,0.166999072,0.076170163,0.033466317,0.731770813,1e-06,1e-06,1e-06,0.006597729,1e-06,1e-06,0.089836732,0.039843604,0.009956903,0.046132095,1e-06,0,0,0.042389795,"FALSE"
"302a",1.61687987467818,1477,-0.054999996,90,1050.5,0.300001374,0.072230565,633.4263976,635.7363619,1,0.671057761,0.030887365,26053.46289,0.768398821,0.259443281,634359.05,8138.65709,0,8.13,33,8.72,69,0.210739972,0.110304341,0.117154628,0.376470447,0.236868299,0.820355324,0.503921251,0.035527434,0.003894181,0.095904522,0.025532702,0.003219906,0.169358507,0.30327943,0.098658301,0.02408902,0.017567234,0.018070431,0.00041328,0.179808661,0,0,0.024676399,"FALSE"
"303af",1.61687987467818,1167.833333,1.728458325,98,1268.129713,0.390245906,0.078306106,400.419522,183.1229383,0,8.660788552,-0.126575204,21719.72363,0.745268971,0.340653958,939768.8248,9937.050359,0,8.163636364,29.63636364,8.734545455,54.5678392,0.05648495,0.059710827,0.026792211,0.113681472,0.110337349,0.613628782,0.87337681,0.012170751,0.002746583,0.171148121,0.034461988,0.081926586,0.237277299,0.154945981,0.130940862,0.061110036,0.03409915,0.049768377,4.89e-05,0.000937156,0,0,0.028418217,"FALSE"
"303b",1.61687987467818,629.2857143,5.088349206,90.71428571,980.2183028,0.213274915,0.073531643,668.5641699,1654.235162,1,26.57681239,0.1464019,21981.18009,0.758170773,0.135512913,1396343.65,3846.208811,0,8.163636364,29.63636364,8.734545455,63.41620203,0.168282583,0.203752726,0.165871695,0.295416318,0.191222358,0.593051188,0.398238819,5.24e-05,2.16e-05,0.123593584,0.128820315,0.339801252,0.159941539,0.119472481,0.067319945,0.005289636,0.00402909,0.003805222,0.002946425,0.000744911,0,0,0.044161651,"FALSE"
"303l",1.43209360328639,850.7142857,6.825107234,60.71428571,1721.309247,0.580899651,0.369793879,560.2547149,186.4927742,0,228.3342317,13.30611729,16294.54785,0.72907114,0.223518109,4526947.876,6685.22057,0,7.567272727,50.81818182,8.177272727,48.40911044,0.160559846,0.203752726,0.138908178,0.253781602,0.17444875,0.416508242,1.608592412,3.44e-05,2.85e-05,0.026868327,0.020468249,1e-06,0.177222441,0.225937292,0.053289004,0.217532923,0.041738279,0.03278984,1.1e-05,3.32e-05,0,0,0.204045554,"FALSE"
"303p",1.61687987467818,800.5111111,3.743505571,71.02222222,1330.137054,0.460929428,0.159402951,495.7101565,502.9754412,0.4,29.93855622,0.044486624,20192.62461,0.762075782,0.210399992,445215.3033,6225.826399,0,8.245454545,25.18181818,8.804545455,52.59505126,0.160037187,0.203752726,0.035929758,0.211102289,0.211102289,0.380392208,2.222748138,0.002110753,0.000100103,0.092984843,0.070824832,0.23856581,0.19169355,0.225210962,0.075251408,0.017467398,0.011453559,0.011013628,0.000979977,0.011101517,0,0.003798054,0.047443602,"FALSE"
"303t",1.61687987467818,275.25,5.557437539,75.5,1207.174497,0.50460233,0.145722542,592.4701398,182.0941895,0,270.3295778,2.01318423,32718.70508,0.77728343,0.357159,5807120.38,11044.93896,0,8.245454545,25.18181818,8.804545455,57.79605263,0.068209782,0.068898693,0.050711554,0.202180016,0.176768468,0.683293064,0.580890171,0.051923946,0.001019662,0.09948761,0.002112108,0.00050801,0.305397958,0.354624331,0.051092077,0.029406108,0.026423965,0.030379929,0.006754539,0.012268859,0,0.016715515,0.011885395,"FALSE"
"304c",1.61687987467818,807.8,3.800049973,73.6,1229.719595,0.251171989,0.016811385,592.3899846,864.8818776,0.5,26.06652556,1.698471606,22213.1582,0.791144371,0.498046696,3578034.354,15891.65369,0,8.27,25,8.91,66.04622051,0.261489204,0.265095145,0.431875885,0.287790425,0.196505413,0.85070771,0.575417183,0.063569054,0.004321338,0.243524626,0.031740461,0.00903153,0.17594716,0.176167458,0.058445323,0.023108792,0.023277907,0.015474257,0.000366695,0.150009751,0,0,0.025015645,"FALSE"
"304d",1.61687987467818,392.2,7.078574944,116.2,1126.004126,0.304350907,0.026791489,702.9625605,2203.833312,0,27.48162649,0.377068694,26066.6874,0.803186912,0.290530681,1086396.508,9477.147314,0,7.72,47,8.32,67.86797318,0.261080978,0.265095145,0.243986577,0.40946042,0.219947666,0.839800175,0.616524008,0.055534694,0.000249764,0.212494954,0.084913664,0.093915477,0.151443079,0.218996495,0.082373232,0.009535425,0.011322047,0.007541314,0.000962962,0.033243075,0,0,0.03747382,"FALSE"
"304e",1.35856178819113,512.6,5.268299961,101,1137.879417,0.335103122,0.040120252,671.9362654,2200.612704,0,109.1104298,1.985861563,24332.61328,0.816608787,0.44659,3859160.517,14853.81385,0,8.131818182,31.90909091,8.751818182,64.03664459,0.257136144,0.265095145,0.253581375,0.402231517,0.212080673,0.803008415,0.804453046,0.045531064,0.002071972,0.154199738,0.055223183,0.048567692,0.160400793,0.261137962,0.090515766,0.016812223,0.01444464,0.012805873,0.000688121,0.106525868,0,0,0.03107511,"FALSE"
"305i",1.61687987467818,129.7567568,5.443466672,87.11711712,1063.629347,0.405880736,0.031296098,655.063263,1455.409353,0.083333333,88.92357388,3.84675724,25020.4164,0.801494481,0.608337137,2172625.278,20294.23979,0,8.25,26.18181818,8.975454545,59.61200719,0.318203561,0.318458438,0.624893904,0.388733543,0.208064832,0.766127179,0.94278049,0.009809143,0.005585094,0.007323983,0.020884696,0.00215272,0.160197854,0.275346965,0.148179948,0.007522742,0.012087141,0.007356218,0.02550574,0.261361897,0,0,0.056685846,"FALSE"
"305j",1.35856178819113,551.3626374,2.059881878,63.04395604,1076.729206,0.384893855,0.038433316,662.2662972,2034.184961,0.222222222,182.9465563,8.243681301,27634.6472,0.806456028,0.731129924,9244311.634,24306.48093,0,8.131818182,31.90909091,8.751818182,66.31500775,0.317182949,0.318458438,0.401427656,0.382162263,0.230207667,0.808250443,0.691067644,0.010712479,0.006233384,0.011383129,0.018579075,0.008979681,0.142856926,0.200016528,0.125116423,0.006554863,0.010071192,0.005492521,0.000321613,0.379940748,0,0,0.073741443,"FALSE"
"305k",1.35856178819113,369.3617021,4.677922874,66.72340426,1207.242467,0.433400247,0.023339266,642.5595264,1550.024105,0.272727273,97.56210406,7.308004628,23710.90646,0.809139225,0.649231568,3460917.497,21653.21347,0,8.131818182,31.90909091,8.751818182,63.65484538,0.271977171,0.318458438,0.590156198,0.406517974,0.226680945,0.798033838,0.79976608,0.009293411,0.005382391,0.008700569,0.013431499,0.004124268,0.151805967,0.228711128,0.164595798,0.01314212,0.017255105,0.015373756,0.005353195,0.327165633,0,0,0.035665158,"FALSE"
"305l",1.61687987467818,878.625,2.554862488,79.55,1272.839567,0.552044696,0.023384032,616.348609,301.1595963,0.75,28.42174225,2.314591007,26471.26237,0.800762174,0.546551669,2330959.555,18122.74263,0,8.131818182,31.90909091,8.751818182,66.49566671,0.318458438,0.318458438,0.024242932,0.298613887,0.270469357,0.825033665,0.678745382,0.021014975,0.00237006,0.26418367,0.003175869,0.198947087,0.178089961,0.041804757,0.03362859,0.020917069,0.014559931,0.011477035,8.06e-06,0.147901848,0,0,0.061921079,"FALSE"
"305m",1.61687987467818,937.3636364,4.562497572,92,1223.227335,0.266273079,-0.000612835,548.0711442,367.0235371,0.5,12.24501664,0.990133831,26342.29688,0.769506335,0.08326459,118033.513,2669.839467,0,8.131818182,31.90909091,8.751818182,32.26406429,0.310441394,0.318458438,0.318563342,0.212364501,0.21230386,0.74001096,0.937414761,0.001489301,0.000796238,0.171657317,0.376002032,0.103653394,0.201964742,0.038820607,0.002929008,0.040166487,0.009121819,0.007359697,0.001050075,0.00028658,0,0,0.044702698,"FALSE"
"306am",1.35856178819113,480.705314,-10.60229591,11.04830918,1255.363499,0.630189214,0.207460467,575.9303201,1708.793577,0,4.176378243,0.018752596,30784.44336,0.837184787,0.01707515,57704.82955,788.0883943,0,8.469090909,14.27272727,8.741818182,44.04291898,0.007039777,0,0,0.185393741,0.155411936,0.644055,0.966394218,0.028440841,2.81e-05,0.1009911,9.34e-06,0.015325862,0.213250853,0.445628896,1e-06,0.091787364,0.068891076,1e-06,4.48e-05,0.000182489,0,0,0.035417253,"FALSE"
"306bd",1.35856178819113,485.9056604,3.718398573,144.9528302,1381.20803,0.242690106,0.05936889,672.3300762,697.3980084,0.083333333,95.24284417,12.15071048,33128.51464,0.850764165,0.457141199,12395607.23,21506.34831,0,8.469090909,14.27272727,8.741818182,55.55222449,0.1726017,0.1726017,0.001234795,0.335488357,0.182056521,0.67754643,0.283568417,0.052625056,0.016162965,0.144924104,0.002104184,0.219120294,0.134670421,0.075734474,0.135975659,0.036786068,0.036178984,0.04762686,0.020145314,0.019421363,0.027532028,0.028040219,0.002952014,"FALSE"
